OTU,Kingdom,Phylum,Class,Order,Family,Genus,Species,LancangBesar,Pari,Tidung,KarangBeras,Pramuka,Kotok,Sepa,Total
ASV17807,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,Unavailable,0,2,0,0,0,0,23,25
ASV18084,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,Unavailable,0,0,7,12,0,1,5,25
ASV18794,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,Unavailable,0,7,13,1,2,1,1,25
ASV18847,Bacteria,BRC1,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,0,0,0,0,0,0,25,25
ASV21422,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Perlucidibaca,uncultured bacterium,0,0,11,14,0,0,0,25
ASV22364,Bacteria,BRC1,uncultured organism,uncultured organism,uncultured organism,uncultured organism,uncultured organism,0,0,22,0,0,0,3,25
ASV22429,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Unavailable,Unavailable,Unavailable,0,0,6,10,2,2,5,25
ASV22680,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,1,0,0,6,1,17,25
ASV23079,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4 lineage,Unavailable,14,0,6,1,0,4,0,25
ASV23279,Bacteria,Patescibacteria,ABY1,Candidatus Kuenenbacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,0,25,0,0,0,0,25
ASV23767,Bacteria,Margulisbacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,7,0,0,4,14,0,0,25
ASV24459,Bacteria,Proteobacteria,Gammaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,0,0,5,14,6,0,0,25
ASV25263,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Neorickettsia,Unavailable,0,0,0,0,22,0,3,25
ASV25346,Bacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,0,2,9,7,0,5,2,25
ASV25700,Bacteria,Proteobacteria,Alphaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,0,20,0,5,0,0,0,25
ASV27055,Bacteria,Patescibacteria,ABY1,Candidatus Kerfeldbacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,0,0,17,0,0,8,25
ASV470,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured,Unavailable,0,0,10,14,0,0,0,24
ASV599,Bacteria,Poribacteria,uncultured Planctomycetales bacterium,uncultured Planctomycetales bacterium,uncultured Planctomycetales bacterium,uncultured Planctomycetales bacterium,uncultured Planctomycetales bacterium,0,5,2,4,0,0,13,24
ASV1005,Bacteria,Lentisphaerae,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera,uncultured Lentisphaerae bacterium,1,1,2,5,11,0,4,24
ASV1032,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,uncultured,uncultured delta proteobacterium,3,0,7,5,0,3,6,24
ASV1071,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Unavailable,0,0,5,4,10,0,5,24
ASV1229,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodovibrionales,Kiloniellaceae,Limibacillus,uncultured bacterium,0,0,7,3,8,1,5,24
ASV1396,Bacteria,Proteobacteria,Alphaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,0,0,0,2,21,0,1,24
ASV1703,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured,uncultured bacterium,0,1,0,6,5,0,12,24
ASV2141,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus,uncultured bacterium,0,0,0,17,2,0,5,24
ASV2385,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Unavailable,Unavailable,0,8,6,6,0,2,2,24
ASV2399,Bacteria,Chloroflexi,Anaerolineae,SBR1031,uncultured microorganism,uncultured microorganism,uncultured microorganism,1,19,0,0,1,3,0,24
ASV2510,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Unavailable,Unavailable,0,3,0,4,0,0,17,24
ASV3493,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Unavailable,Unavailable,Unavailable,0,3,2,0,19,0,0,24
ASV3609,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter,uncultured bacterium,7,5,3,0,2,3,4,24
ASV3988,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,uncultured,uncultured organism,0,15,0,4,0,0,5,24
ASV4010,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta 2,uncultured bacterium,0,0,6,0,16,2,0,24
ASV4118,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,unidentified marine bacterioplankton,0,0,6,7,0,2,9,24
ASV4126,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus,Unavailable,24,0,0,0,0,0,0,24
ASV4266,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7 clade,uncultured bacterium,0,0,13,1,3,7,0,24
ASV4637,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,uncultured bacterium,uncultured bacterium,0,0,14,0,0,0,10,24
ASV4841,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),Unavailable,Unavailable,Unavailable,0,0,0,10,14,0,0,24
ASV4886,Bacteria,Latescibacteria,uncultured Latescibacteria bacterium,uncultured Latescibacteria bacterium,uncultured Latescibacteria bacterium,uncultured Latescibacteria bacterium,uncultured Latescibacteria bacterium,0,0,4,1,6,9,4,24
ASV4995,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Flammeovirgaceae,Flexithrix,Unavailable,0,4,3,0,10,7,0,24
ASV5087,Bacteria,Planctomycetes,vadinHA49,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,0,16,8,0,0,0,24
ASV5117,Bacteria,Proteobacteria,Deltaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,10,0,7,0,6,0,1,24
ASV5276,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,Unavailable,0,2,2,0,17,0,3,24
ASV5501,Bacteria,Chloroflexi,Dehalococcoidia,SAR202 clade,Unavailable,Unavailable,Unavailable,0,0,9,3,12,0,0,24
ASV5583,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina salinaria,0,0,0,24,0,0,0,24
ASV6252,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,uncultured,uncultured alpha proteobacterium,0,0,7,1,0,11,5,24
ASV6374,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,uncultured bacterium,0,4,5,1,12,2,0,24
ASV6658,Bacteria,Proteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,0,3,1,3,5,12,0,24
ASV6856,Bacteria,Proteobacteria,Gammaproteobacteria,OM182 clade,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,11,9,0,0,3,1,24
ASV7272,Bacteria,Firmicutes,Clostridia,Clostridiales,MAT-CR-H4-C10,uncultured bacterium,uncultured bacterium,0,0,4,10,0,1,9,24
ASV7546,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,Romboutsia sp. MT17,2,0,6,0,0,12,4,24
ASV8496,Bacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,0,0,5,7,7,1,4,24
ASV8554,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Sedimenticola,uncultured bacterium,0,0,7,7,0,10,0,24
ASV8975,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,uncultured Verrucomicrobia bacterium,uncultured Verrucomicrobia bacterium,uncultured Verrucomicrobia bacterium,0,0,6,5,3,6,4,24
ASV9047,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,Unavailable,0,1,7,0,0,15,1,24
ASV9146,Bacteria,Cyanobacteria,Melainabacteria,Vampirovibrionales,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,0,17,0,0,7,0,24
ASV9296,Bacteria,Patescibacteria,Gracilibacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,13,0,8,0,0,3,24
ASV9374,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,uncultured,Unavailable,Unavailable,24,0,0,0,0,0,0,24
ASV9541,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,Unavailable,0,0,3,0,1,10,10,24
ASV9783,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,0,4,2,13,5,0,24
ASV9800,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,uncultured,uncultured bacterium,0,0,21,3,0,0,0,24
ASV10117,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Reichenbachiella,uncultured bacterium,5,0,3,2,2,5,7,24
ASV10259,Bacteria,Proteobacteria,Gammaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,0,0,0,0,0,0,24,24
ASV10282,Bacteria,Cyanobacteria,Oxyphotobacteria,Thermosynechococcales,Acaryochloridaceae,Acaryochloris MBIC11017,uncultured Acaryochloris sp.,0,5,0,0,0,14,5,24
ASV10294,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured,uncultured delta proteobacterium,3,2,10,4,4,0,1,24
ASV10532,Bacteria,Proteobacteria,Deltaproteobacteria,Sva0485,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,0,0,0,24,0,0,24
ASV10588,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,Unavailable,0,3,6,5,8,0,2,24
ASV11463,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Reichenbachiella,uncultured bacterium,0,0,8,2,6,4,4,24
ASV11472,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Unavailable,Unavailable,0,0,0,5,2,0,17,24
ASV12003,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Amoebophilaceae,uncultured,uncultured Bacteroidetes bacterium,2,2,0,6,4,2,8,24
ASV12069,Bacteria,Latescibacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,0,0,15,0,0,9,0,24
ASV12392,Bacteria,Chloroflexi,Anaerolineae,SBR1031,uncultured bacterium,uncultured bacterium,uncultured bacterium,16,0,0,0,3,1,4,24
ASV12540,Bacteria,Proteobacteria,Gammaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,0,0,11,0,12,1,0,24
ASV12857,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,Unavailable,0,2,4,4,0,0,14,24
ASV13038,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured Chloroflexi bacterium,4,2,10,0,0,8,0,24
ASV13477,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),Unavailable,Unavailable,Unavailable,0,0,0,4,0,20,0,24
ASV13547,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,uncultured bacterium,uncultured bacterium,7,4,3,2,0,5,3,24
ASV13971,Bacteria,Cyanobacteria,Melainabacteria,Vampirovibrionales,Unavailable,Unavailable,Unavailable,14,0,0,0,10,0,0,24
ASV14170,Bacteria,Planctomycetes,OM190,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,24,0,0,0,0,0,24
ASV14462,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,uncultured bacterium,1,12,0,11,0,0,0,24
ASV14616,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium,0,10,10,0,0,3,1,24
ASV14705,Bacteria,Chloroflexi,Anaerolineae,SBR1031,Unavailable,Unavailable,Unavailable,0,3,11,5,0,0,5,24
ASV15066,Bacteria,Elusimicrobia,Lineage IIc,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,0,0,4,14,1,5,24
ASV15463,Bacteria,Omnitrophicaeota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,uncultured bacterium,0,0,0,0,24,0,0,24
ASV15485,Bacteria,BRC1,uncultured organism,uncultured organism,uncultured organism,uncultured organism,uncultured organism,0,1,0,7,14,0,2,24
ASV15886,Bacteria,Proteobacteria,Gammaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,0,2,2,8,9,0,3,24
ASV16347,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Cerasicoccus,uncultured deep-sea bacterium,0,0,0,4,3,11,6,24
ASV16642,Bacteria,Spirochaetes,V2072-189E03,uncultured organism,uncultured organism,uncultured organism,uncultured organism,0,0,10,0,0,2,12,24
ASV16675,Bacteria,Planctomycetes,Pla4 lineage,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,6,0,0,9,6,3,24
ASV16783,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,uncultured delta proteobacterium,0,0,8,8,2,0,6,24
ASV17664,Bacteria,Planctomycetes,Phycisphaerae,CCM11a,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,0,8,5,1,8,2,24
ASV17925,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,uncultured,uncultured bacterium,uncultured bacterium,1,0,0,0,0,7,16,24
ASV18458,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,Unavailable,0,0,0,0,18,0,6,24
ASV18499,Bacteria,Proteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,0,3,0,12,4,3,2,24
ASV18982,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium,0,0,0,0,21,0,3,24
ASV19617,Bacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,0,15,9,0,0,0,0,24
ASV20105,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Chlamydiaceae,uncultured Chlamydiales bacterium,uncultured Chlamydiales bacterium,0,0,0,24,0,0,0,24
ASV20440,Bacteria,Cyanobacteria,Melainabacteria,Vampirovibrionales,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,0,10,0,0,14,0,24
ASV20672,Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,uncultured,uncultured Fibrobacteres bacterium,0,0,5,1,18,0,0,24
ASV20876,Bacteria,Spirochaetes,Spirochaetia,Brevinematales,Brevinemataceae,Brevinema,uncultured spirochete,0,4,5,5,9,1,0,24
ASV21033,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,uncultured delta proteobacterium,0,0,0,0,8,0,16,24
ASV21211,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,uncultured organism,uncultured organism,0,0,5,9,9,0,1,24
ASV22292,Bacteria,Patescibacteria,Gracilibacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,0,0,2,10,0,12,24
ASV22763,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Vibrio sp. Gp-3-1.3.1-voll,0,0,1,0,0,15,8,24
ASV24058,Bacteria,Spirochaetes,Leptospirae,Leptospirales,Leptospiraceae,Turneriella,uncultured organism,0,1,14,7,0,2,0,24
ASV24617,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116 clade,Unavailable,Unavailable,0,0,0,3,10,0,11,24
ASV367,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Marinomonadaceae,Marinomonas,Marinomonas communis,2,0,3,10,0,0,8,23
ASV390,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,C1-B045,Cladosiphon okamuranus,0,2,0,6,15,0,0,23
ASV1491,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,uncultured,uncultured Bacteroidetes bacterium,uncultured Bacteroidetes bacterium,0,1,2,10,3,7,0,23
ASV1689,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Motiliproteus,Unavailable,0,6,0,13,3,0,1,23
ASV1843,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Unavailable,Unavailable,2,8,1,6,0,3,3,23
ASV2234,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales vadinBB60 group,uncultured bacterium,uncultured bacterium,2,0,3,7,11,0,0,23
ASV2938,Bacteria,Proteobacteria,Alphaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,4,10,0,1,0,0,8,23
ASV3090,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,Unavailable,Unavailable,Unavailable,0,1,0,5,6,0,11,23
ASV3352,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,uncultured,uncultured planctomycete,0,0,2,0,6,8,7,23
ASV3559,Bacteria,Planctomycetes,OM190,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,0,0,0,7,7,9,23
ASV3630,Bacteria,Proteobacteria,Gammaproteobacteria,JTB23,Unavailable,Unavailable,Unavailable,18,0,2,0,0,3,0,23
ASV3650,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,uncultured Flavobacteriales bacterium,1,0,8,2,3,8,1,23
ASV3902,Bacteria,Proteobacteria,Gammaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,0,0,8,5,5,0,5,23
ASV4555,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,uncultured bacterium,0,0,4,4,10,0,5,23
ASV4965,Bacteria,Planctomycetes,OM190,Unavailable,Unavailable,Unavailable,Unavailable,1,0,0,0,2,18,2,23
ASV5371,Bacteria,Proteobacteria,Alphaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,0,0,0,0,14,0,9,23
ASV6068,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,Unavailable,Unavailable,Unavailable,1,0,2,8,10,0,2,23
ASV6206,Bacteria,Proteobacteria,Deltaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,0,0,0,0,0,23,0,23
ASV6344,Bacteria,Planctomycetes,vadinHA49,Unavailable,Unavailable,Unavailable,Unavailable,0,0,4,17,2,0,0,23
ASV6648,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oleiphilaceae,Oleiphilus,Unavailable,0,11,5,1,6,0,0,23
ASV6710,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Amoebophilaceae,uncultured,uncultured bacterium,0,0,5,6,3,3,6,23
ASV6804,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,Unavailable,6,0,0,0,17,0,0,23
ASV6938,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,UASB-TL25,Unavailable,Unavailable,0,0,2,16,5,0,0,23
ASV7125,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured,uncultured bacterium,15,0,0,0,0,5,3,23
ASV7309,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,uncultured,uncultured bacterium,8,0,7,3,1,4,0,23
ASV7325,Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,TG3,Unavailable,Unavailable,4,5,0,2,3,6,3,23
ASV7789,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Sedimenticola,uncultured gamma proteobacterium,3,0,10,0,0,6,4,23
ASV8931,Bacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,2,0,0,6,8,0,7,23
ASV9537,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,Unavailable,0,8,0,4,9,0,2,23
ASV9763,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,uncultured,uncultured organism,0,5,5,1,2,7,3,23
ASV9768,Bacteria,Bacteroidetes,Rhodothermia,Rhodothermales,Rhodothermaceae,uncultured,uncultured bacterium,3,0,2,3,0,8,7,23
ASV9994,Bacteria,Latescibacteria,Latescibacteria,Latescibacterales,Latescibacteraceae,Unavailable,Unavailable,0,7,0,0,5,2,9,23
ASV10273,Bacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,0,2,5,6,0,0,10,23
ASV10280,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,0,9,6,8,0,0,23
ASV10575,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,Unavailable,1,3,10,3,4,1,1,23
ASV11030,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Unavailable,Unavailable,Unavailable,0,3,4,4,0,5,7,23
ASV12099,Bacteria,Elusimicrobia,Lineage IIb,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,8,0,3,9,3,0,23
ASV12254,Bacteria,Proteobacteria,Gammaproteobacteria,uncultured,uncultured gamma proteobacterium,uncultured gamma proteobacterium,uncultured gamma proteobacterium,0,0,0,5,3,11,4,23
ASV12840,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Urania-1B-19 marine sediment group,uncultured bacterium,0,4,12,7,0,0,0,23
ASV13059,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured organism,uncultured organism,uncultured organism,0,0,12,2,0,6,3,23
ASV13359,Bacteria,Verrucomicrobia,Verrucomicrobiae,Methylacidiphilales,Methylacidiphilaceae,uncultured,uncultured organism,0,0,1,17,4,1,0,23
ASV14256,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,uncultured,uncultured gamma proteobacterium,0,0,5,0,2,11,5,23
ASV14611,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Unavailable,Unavailable,2,0,0,13,5,1,2,23
ASV14640,Bacteria,Elusimicrobia,Endomicrobia,Endomicrobiales,Endomicrobiaceae,Candidatus Endomicrobium,uncultured bacterium,0,2,14,4,0,0,3,23
ASV15230,Bacteria,Cyanobacteria,Melainabacteria,Gastranaerophilales,uncultured organism,uncultured organism,uncultured organism,0,0,7,0,13,3,0,23
ASV15894,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,uncultured,uncultured delta proteobacterium,0,6,0,0,0,0,17,23
ASV16894,Bacteria,Proteobacteria,Deltaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,0,2,5,11,0,0,5,23
ASV16948,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,Unavailable,Unavailable,0,2,2,2,14,2,1,23
ASV17178,Bacteria,Patescibacteria,Parcubacteria,Unavailable,Unavailable,Unavailable,Unavailable,0,1,17,0,0,5,0,23
ASV17782,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,SM23-30,uncultured bacterium,uncultured bacterium,6,8,1,0,0,0,8,23
ASV19882,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,uncultured,Unavailable,0,0,0,0,5,7,11,23
ASV20456,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,uncultured alpha proteobacterium,uncultured alpha proteobacterium,0,7,3,4,5,4,0,23
ASV20488,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,Unavailable,Unavailable,0,0,8,0,2,13,0,23
ASV21395,Bacteria,Zixibacteria,uncultured candidate division TA06 bacterium,uncultured candidate division TA06 bacterium,uncultured candidate division TA06 bacterium,uncultured candidate division TA06 bacterium,uncultured candidate division TA06 bacterium,0,0,0,0,23,0,0,23
ASV21576,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,uncultured,uncultured planctomycete,0,0,6,5,3,4,5,23
ASV24495,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Unavailable,0,3,3,0,0,12,5,23
ASV24780,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,Unavailable,Unavailable,0,0,3,0,20,0,0,23
ASV26135,Bacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,0,0,0,2,11,10,0,23
ASV222,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,Methylophaga,uncultured Methylophaga sp.,0,1,1,6,3,11,0,22
ASV348,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,Unavailable,Unavailable,Unavailable,0,0,4,5,3,7,3,22
